masters_year,masters_start_date,window_start,window_end,predictor_course_num,predictor_tour,predictor_event_date,weeks_before_masters,days_before_masters,predictor_skill,target_skill,metric_type,correlation_r,r_squared,p_value,weighted_score,is_strong_signal,shared_players,masters_field_size,positive_predictor_only,min_shared_players,run_timestamp,predictor_course_name
2019,2019-04-14,2018-12-26,2019-04-14,770,pga,2019-04-07,1.0,7,sg_putt,sg_total,vs_expected,0.4119665836500626,0.16971646604430404,0.10035690757812213,0.37062289128941855,True,17,87,False,4,2026-04-06 19:05:29.498914,TPC San Antonio - The Oaks Course
2019,2019-04-14,2018-12-26,2019-04-14,770,pga,2019-04-07,1.0,7,sg_app,sg_total,vs_expected,0.1720733183579074,0.02960922689070175,0.5090039477978211,0.08448732000306125,False,17,87,False,4,2026-04-06 19:05:29.498914,TPC San Antonio - The Oaks Course
2019,2019-04-14,2018-12-26,2019-04-14,770,pga,2019-04-07,1.0,7,sg_total,sg_total,vs_expected,0.11656792890874873,0.013588082050075098,0.6450662958296745,0.04137388679504536,False,18,87,False,4,2026-04-06 19:05:29.498914,TPC San Antonio - The Oaks Course
2019,2019-04-14,2018-12-26,2019-04-14,770,pga,2019-04-07,1.0,7,sg_ott,sg_total,vs_expected,-0.048340008053855764,0.00233675637864684,0.8538281999578221,-0.0070659459912854735,False,17,87,False,4,2026-04-06 19:05:29.498914,TPC San Antonio - The Oaks Course
2019,2019-04-14,2018-12-26,2019-04-14,770,pga,2019-04-07,1.0,7,sg_arg,sg_total,vs_expected,-0.3954443153236213,0.15637620652176762,0.11615844710972217,-0.34951011773726215,False,17,87,False,4,2026-04-06 19:05:29.498914,TPC San Antonio - The Oaks Course
2019,2019-04-14,2018-12-26,2019-04-14,665,pga,2019-03-24,3.0,21,sg_ott,sg_total,vs_expected,0.028851941364847172,0.0008324345205205793,0.886405080685564,0.0032774339514046527,False,27,87,False,4,2026-04-06 19:05:29.498914,Innisbrook Resort and Golf Club - Copperhead Course
2019,2019-04-14,2018-12-26,2019-04-14,665,pga,2019-03-24,3.0,21,sg_app,sg_total,vs_expected,-0.05166292160513191,0.0026690574687780054,0.7980153189083905,-0.01043511874467339,False,27,87,False,4,2026-04-06 19:05:29.498914,Innisbrook Resort and Golf Club - Copperhead Course
2019,2019-04-14,2018-12-26,2019-04-14,665,pga,2019-03-24,3.0,21,sg_putt,sg_total,vs_expected,-0.08489708319410565,0.007207514734866896,0.6737363483662004,-0.027698832375967382,False,27,87,False,4,2026-04-06 19:05:29.498914,Innisbrook Resort and Golf Club - Copperhead Course
2019,2019-04-14,2018-12-26,2019-04-14,665,pga,2019-03-24,3.0,21,sg_total,sg_total,vs_expected,-0.10235049634900072,0.01047562410288681,0.6114527576216479,-0.03976800311245983,False,27,87,False,4,2026-04-06 19:05:29.498914,Innisbrook Resort and Golf Club - Copperhead Course
2019,2019-04-14,2018-12-26,2019-04-14,665,pga,2019-03-24,3.0,21,sg_arg,sg_total,vs_expected,-0.16675367180161269,0.027806787059319958,0.40579238823960034,-0.09908630107351377,False,27,87,False,4,2026-04-06 19:05:29.498914,Innisbrook Resort and Golf Club - Copperhead Course
2019,2019-04-14,2018-12-26,2019-04-14,11,pga,2019-03-17,4.0,28,sg_total,sg_total,vs_expected,0.2889887153720297,0.08351447761237599,0.015252315444155843,0.2845809683253741,True,70,87,False,4,2026-04-06 19:05:29.498914,TPC Sawgrass - THE PLAYERS Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,11,pga,2019-03-17,4.0,28,sg_ott,sg_total,vs_expected,0.25986993171343054,0.06753238140874306,0.036568475065754134,0.2503668845952287,True,65,87,False,4,2026-04-06 19:05:29.498914,TPC Sawgrass - THE PLAYERS Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,11,pga,2019-03-17,4.0,28,sg_putt,sg_total,vs_expected,0.2213220798627229,0.04898346303476149,0.07643153506567871,0.20440609355488626,True,65,87,False,4,2026-04-06 19:05:29.498914,TPC Sawgrass - THE PLAYERS Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,11,pga,2019-03-17,4.0,28,sg_arg,sg_total,vs_expected,0.19845846518170634,0.03938576240227855,0.11301503813001111,0.17602967417197232,True,65,87,False,4,2026-04-06 19:05:29.498914,TPC Sawgrass - THE PLAYERS Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,11,pga,2019-03-17,4.0,28,sg_app,sg_total,vs_expected,-0.07652003536459451,0.005855315812198794,0.5446188615261899,-0.03484578082038526,False,65,87,False,4,2026-04-06 19:05:29.498914,TPC Sawgrass - THE PLAYERS Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,9,pga,2019-03-10,5.0,35,sg_total,sg_total,vs_expected,0.14170055255973785,0.020079046595735027,0.3420630291141101,0.09323003232401077,False,47,87,False,4,2026-04-06 19:05:29.498914,Arnold Palmer's Bay Hill Club & Lodge
2019,2019-04-14,2018-12-26,2019-04-14,9,pga,2019-03-10,5.0,35,sg_app,sg_total,vs_expected,0.08651585692300198,0.00748499349912135,0.6158660188722687,0.03323368055050995,False,36,87,False,4,2026-04-06 19:05:29.498914,Arnold Palmer's Bay Hill Club & Lodge
2019,2019-04-14,2018-12-26,2019-04-14,9,pga,2019-03-10,5.0,35,sg_putt,sg_total,vs_expected,0.06624698347193637,0.004388662819131011,0.7010701735287275,0.0198031992735112,False,36,87,False,4,2026-04-06 19:05:29.498914,Arnold Palmer's Bay Hill Club & Lodge
2019,2019-04-14,2018-12-26,2019-04-14,9,pga,2019-03-10,5.0,35,sg_ott,sg_total,vs_expected,0.04087787789455552,0.0016710009011621908,0.8128816421437751,0.007649001384276505,False,36,87,False,4,2026-04-06 19:05:29.498914,Arnold Palmer's Bay Hill Club & Lodge
2019,2019-04-14,2018-12-26,2019-04-14,9,pga,2019-03-10,5.0,35,sg_arg,sg_total,vs_expected,-0.14927725450716955,0.022283698713198272,0.3848813720753458,-0.09182321997280954,False,36,87,False,4,2026-04-06 19:05:29.498914,Arnold Palmer's Bay Hill Club & Lodge
2019,2019-04-14,2018-12-26,2019-04-14,734,pga,2019-03-03,6.0,42,sg_arg,sg_total,vs_expected,0.11045951054596075,0.012201303470053214,0.6336066325432839,0.040471632036555204,False,21,87,False,4,2026-04-06 19:05:29.498914,PGA National Resort (The Champion)
2019,2019-04-14,2018-12-26,2019-04-14,734,pga,2019-03-03,6.0,42,sg_ott,sg_total,vs_expected,0.08628798078367741,0.007445615627724283,0.7099649317252186,0.025026540397886907,False,21,87,False,4,2026-04-06 19:05:29.498914,PGA National Resort (The Champion)
2019,2019-04-14,2018-12-26,2019-04-14,734,pga,2019-03-03,6.0,42,sg_putt,sg_total,vs_expected,-0.020371505451381902,0.00041499823435568257,0.9301578281818761,-0.0014227901839292626,False,21,87,False,4,2026-04-06 19:05:29.498914,PGA National Resort (The Champion)
2019,2019-04-14,2018-12-26,2019-04-14,734,pga,2019-03-03,6.0,42,sg_app,sg_total,vs_expected,-0.05614798479274802,0.003152596196286663,0.8089838045058602,-0.010725174439773546,False,21,87,False,4,2026-04-06 19:05:29.498914,PGA National Resort (The Champion)
2019,2019-04-14,2018-12-26,2019-04-14,734,pga,2019-03-03,6.0,42,sg_total,sg_total,vs_expected,-0.08742211764456492,0.007642626653460149,0.6645821710887088,-0.029322936899167453,False,27,87,False,4,2026-04-06 19:05:29.498914,PGA National Resort (The Champion)
2019,2019-04-14,2018-12-26,2019-04-14,742,pga,2019-02-24,7.0,49,sg_total,sg_total,vs_expected,0.6228962743346155,0.38799976857994456,0.37710372566538464,0.38799976857994445,True,4,87,False,4,2026-04-06 19:05:29.498914,Grand Reserve Golf Club
2019,2019-04-14,2018-12-26,2019-04-14,240,pga,2019-02-24,7.0,49,sg_total,sg_total,vs_expected,0.13130377282295594,0.017240680757542422,0.35348343703342616,0.08489006391004131,False,52,87,False,4,2026-04-06 19:05:29.498914,Club de Golf Chapultepec
2019,2019-04-14,2018-12-26,2019-04-14,240,pga,2019-02-24,7.0,49,sg_arg,sg_total,vs_expected,0.0696033435247472,0.004844625429823968,0.7147547944644934,0.019854020029674988,False,30,87,False,4,2026-04-06 19:05:29.498914,Club de Golf Chapultepec
2019,2019-04-14,2018-12-26,2019-04-14,240,pga,2019-02-24,7.0,49,sg_ott,sg_total,vs_expected,0.05002230869641529,0.0025022313673194645,0.7929315974666571,0.01035803955279646,False,30,87,False,4,2026-04-06 19:05:29.498914,Club de Golf Chapultepec
2019,2019-04-14,2018-12-26,2019-04-14,240,pga,2019-02-24,7.0,49,sg_putt,sg_total,vs_expected,0.04825256730132233,0.002328310251168641,0.8001079278085376,0.009645305666419322,False,30,87,False,4,2026-04-06 19:05:29.498914,Club de Golf Chapultepec
2019,2019-04-14,2018-12-26,2019-04-14,240,pga,2019-02-24,7.0,49,sg_app,sg_total,vs_expected,-0.1135856736595674,0.012901705260697742,0.5500813130935756,-0.051104317144294205,False,30,87,False,4,2026-04-06 19:05:29.498914,Club de Golf Chapultepec
2019,2019-04-14,2018-12-26,2019-04-14,500,pga,2019-02-17,8.0,56,sg_total,sg_total,vs_expected,0.2324709282806563,0.05404273249567004,0.12436240308851255,0.20356028499145662,True,45,87,False,4,2026-04-06 19:05:29.498914,The Riviera Country Club
2019,2019-04-14,2018-12-26,2019-04-14,500,pga,2019-02-17,8.0,56,sg_ott,sg_total,vs_expected,0.09493441100420771,0.009012542392715834,0.6242341316718819,0.03567311138521456,False,29,87,False,4,2026-04-06 19:05:29.498914,The Riviera Country Club
2019,2019-04-14,2018-12-26,2019-04-14,500,pga,2019-02-17,8.0,56,sg_arg,sg_total,vs_expected,0.07563634306177863,0.005720856391759069,0.6965683875129554,0.022950457537858782,False,29,87,False,4,2026-04-06 19:05:29.498914,The Riviera Country Club
2019,2019-04-14,2018-12-26,2019-04-14,500,pga,2019-02-17,8.0,56,sg_putt,sg_total,vs_expected,0.0696367999112403,0.0048492839018781176,0.7196351949250421,0.01952370783315873,False,29,87,False,4,2026-04-06 19:05:29.498914,The Riviera Country Club
2019,2019-04-14,2018-12-26,2019-04-14,500,pga,2019-02-17,8.0,56,sg_app,sg_total,vs_expected,0.03830290421445689,0.0014671124712618592,0.8436190615860973,0.005989844105034595,False,29,87,False,4,2026-04-06 19:05:29.498914,The Riviera Country Club
2019,2019-04-14,2018-12-26,2019-04-14,5,pga,2019-02-10,9.0,63,sg_arg,sg_total,vs_expected,0.03262926547417566,0.001064668965384232,0.8913767409606377,0.003544297155865504,False,20,87,False,4,2026-04-06 19:05:29.498914,Pebble Beach Golf Links
2019,2019-04-14,2018-12-26,2019-04-14,5,pga,2019-02-10,9.0,63,sg_total,sg_total,vs_expected,0.0029342929277708096,8.61007498596579e-06,0.989143022564414,3.1857552106207266e-05,False,24,87,False,4,2026-04-06 19:05:29.498914,Pebble Beach Golf Links
2019,2019-04-14,2018-12-26,2019-04-14,5,pga,2019-02-10,9.0,63,sg_putt,sg_total,vs_expected,-0.09443910322728871,0.008918744218374493,0.6920776321063872,-0.02907991228749607,False,20,87,False,4,2026-04-06 19:05:29.498914,Pebble Beach Golf Links
2019,2019-04-14,2018-12-26,2019-04-14,205,pga,2019-02-10,9.0,63,sg_total,sg_total,vs_expected,-0.12395488550841202,0.015364813641403532,0.563893494965487,-0.054057531901026766,False,24,87,False,4,2026-04-06 19:05:29.498914,Spyglass Hill Golf Course
2019,2019-04-14,2018-12-26,2019-04-14,5,pga,2019-02-10,9.0,63,sg_app,sg_total,vs_expected,-0.15675617853492455,0.02457249950887314,0.5092570505893248,-0.07692698939257525,False,20,87,False,4,2026-04-06 19:05:29.498914,Pebble Beach Golf Links
2019,2019-04-14,2018-12-26,2019-04-14,769,pga,2019-02-10,9.0,63,sg_total,sg_total,vs_expected,-0.19127309743679283,0.03658539780306484,0.37061245536466714,-0.12038490515053782,False,24,87,False,4,2026-04-06 19:05:29.498914,Monterey Peninsula CC
2019,2019-04-14,2018-12-26,2019-04-14,5,pga,2019-02-10,9.0,63,sg_ott,sg_total,vs_expected,-0.21966856869728998,0.04825428007351601,0.3520765904588875,-0.14232840799936422,False,20,87,False,4,2026-04-06 19:05:29.498914,Pebble Beach Golf Links
2019,2019-04-14,2018-12-26,2019-04-14,3769,euro,2019-02-03,10.0,70,sg_total,sg_total,vs_expected,0.40938602755592013,0.1675969195580166,0.1460600039212968,0.3495911027657783,True,14,87,False,4,2026-04-06 19:05:29.498914,royal greens
2019,2019-04-14,2018-12-26,2019-04-14,510,pga,2019-02-03,10.0,70,sg_putt,sg_total,vs_expected,0.3443092335018293,0.1185488482746172,0.2998010441031247,0.2410849658036343,True,11,87,False,4,2026-04-06 19:05:29.498914,TPC Scottsdale (Stadium Course)
2019,2019-04-14,2018-12-26,2019-04-14,510,pga,2019-02-03,10.0,70,sg_app,sg_total,vs_expected,0.2323162134600727,0.053970823036426065,0.49182414066162705,0.11805749141330933,False,11,87,False,4,2026-04-06 19:05:29.498914,TPC Scottsdale (Stadium Course)
2019,2019-04-14,2018-12-26,2019-04-14,510,pga,2019-02-03,10.0,70,sg_total,sg_total,vs_expected,0.1307248712846586,0.017088991972390558,0.4340449019690482,0.07398440734299251,False,38,87,False,4,2026-04-06 19:05:29.498914,TPC Scottsdale (Stadium Course)
2019,2019-04-14,2018-12-26,2019-04-14,510,pga,2019-02-03,10.0,70,sg_ott,sg_total,vs_expected,0.03863410331454152,0.001492593938918668,0.9102081725065476,0.003469026740183529,False,11,87,False,4,2026-04-06 19:05:29.498914,TPC Scottsdale (Stadium Course)
2019,2019-04-14,2018-12-26,2019-04-14,510,pga,2019-02-03,10.0,70,sg_arg,sg_total,vs_expected,-0.6849666255798655,0.4691792781582677,0.02003264028435765,-0.6712449355628338,False,11,87,False,4,2026-04-06 19:05:29.498914,TPC Scottsdale (Stadium Course)
2019,2019-04-14,2018-12-26,2019-04-14,4,pga,2019-01-27,11.0,77,sg_ott,sg_total,vs_expected,0.587641195024544,0.3453221740898742,0.034690104540560825,0.5672558605368024,True,13,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (South Course)
2019,2019-04-14,2018-12-26,2019-04-14,3768,euro,2019-01-27,11.0,77,sg_total,sg_total,vs_expected,0.4335556920320325,0.1879705380933746,0.06367485237097517,0.40594909734729684,True,19,87,False,4,2026-04-06 19:05:29.498914,emirates gc
2019,2019-04-14,2018-12-26,2019-04-14,4,pga,2019-01-27,11.0,77,sg_total,sg_total,vs_expected,0.016028928043569673,0.0002569265342259343,0.9228455847910891,0.0012367025696273298,False,39,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (South Course)
2019,2019-04-14,2018-12-26,2019-04-14,4,pga,2019-01-27,11.0,77,sg_arg,sg_total,vs_expected,-0.07642213091500741,0.005840342093590531,0.8040249736528302,-0.014976829119575435,False,13,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (South Course)
2019,2019-04-14,2018-12-26,2019-04-14,4,pga,2019-01-27,11.0,77,sg_app,sg_total,vs_expected,-0.0868868974186424,0.007549332943037688,0.7777575213553723,-0.01930995944406059,False,13,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (South Course)
2019,2019-04-14,2018-12-26,2019-04-14,104,pga,2019-01-27,11.0,77,sg_total,sg_total,vs_expected,-0.07505679445503358,0.005633522393865159,0.6497419529075823,-0.026289246246837067,False,39,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (North Course)
2019,2019-04-14,2018-12-26,2019-04-14,4,pga,2019-01-27,11.0,77,sg_putt,sg_total,vs_expected,-0.2338491091614613,0.054685405855609034,0.4419202746791169,-0.13050644660736152,False,13,87,False,4,2026-04-06 19:05:29.498914,Torrey Pines Golf Course (South Course)
2019,2019-04-14,2018-12-26,2019-04-14,704,pga,2019-01-20,12.0,84,sg_total,sg_total,vs_expected,0.030526642832877912,0.0009318759226460964,0.9074118464661872,0.0028264054934823654,False,17,87,False,4,2026-04-06 19:05:29.498914,Pete Dye Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,704,pga,2019-01-20,12.0,84,sg_app,sg_total,vs_expected,0.03154816339973046,0.0009952866138960926,0.9310570378843445,0.0021750238340861277,False,10,87,False,4,2026-04-06 19:05:29.498914,Pete Dye Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,202,pga,2019-01-20,12.0,84,sg_total,sg_total,vs_expected,-0.10104240798715484,0.010209568211842653,0.6995962304493522,-0.030353520243815803,False,17,87,False,4,2026-04-06 19:05:29.498914,La Quinta Country Club
2019,2019-04-14,2018-12-26,2019-04-14,704,pga,2019-01-20,12.0,84,sg_arg,sg_total,vs_expected,-0.12380789162532464,0.015328394028708132,0.7332835812925367,-0.03302159746202833,False,10,87,False,4,2026-04-06 19:05:29.498914,Pete Dye Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,704,pga,2019-01-20,12.0,84,sg_ott,sg_total,vs_expected,-0.2673952421764928,0.07150021553862523,0.4551316779650093,-0.14569519692484562,False,10,87,False,4,2026-04-06 19:05:29.498914,Pete Dye Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,233,pga,2019-01-20,12.0,84,sg_total,sg_total,vs_expected,-0.3893065083962529,0.15155955747968175,0.12245093592106636,-0.34163556208296925,False,17,87,False,4,2026-04-06 19:05:29.498914,Nicklaus Tournament Course
2019,2019-04-14,2018-12-26,2019-04-14,704,pga,2019-01-20,12.0,84,sg_putt,sg_total,vs_expected,-0.6150765883499665,0.3783192095362341,0.05840515754874012,-0.5791529433028452,False,10,87,False,4,2026-04-06 19:05:29.498914,Pete Dye Stadium Course
2019,2019-04-14,2018-12-26,2019-04-14,3767,euro,2019-01-19,12.1,85,sg_total,sg_total,vs_expected,-0.03165542757602957,0.0010020660950212535,0.8976371251105779,-0.0032403405725362766,False,19,87,False,4,2026-04-06 19:05:29.498914,abu dhabi gc
2019,2019-04-14,2018-12-26,2019-04-14,6,pga,2019-01-13,13.0,91,sg_total,sg_total,vs_expected,0.2440357466124959,0.05955344562471831,0.1642653313834121,0.20394913382579588,True,34,87,False,4,2026-04-06 19:05:29.498914,Waialae Country Club
2019,2019-04-14,2018-12-26,2019-04-14,656,pga,2019-01-06,14.0,98,sg_total,sg_total,vs_expected,0.23456501213972153,0.05502074492010771,0.23892368502432165,0.1785218750615245,True,27,87,False,4,2026-04-06 19:05:29.498914,Plantation Course at Kapalua
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_putt,sg_app,vs_expected,0.4118425422478672,0.1696142796051863,0.05684944294188747,0.3884295231413052,True,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_arg,sg_putt,vs_expected,0.3684110082710593,0.13572667101529853,0.09158963603120054,0.3346683781136254,True,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_arg,sg_total,vs_expected,0.3444032651767973,0.11861360906443937,0.11651703186032396,0.3042744189553928,True,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_ott,sg_ott,vs_expected,0.27200263066565333,0.07398543108903581,0.22073116402124016,0.2119631733819842,True,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_putt,sg_total,vs_expected,0.2373075909981765,0.05631489274535782,0.2876081158860503,0.16905600186573352,True,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_arg,sg_ott,vs_expected,0.19636377735843924,0.038558733058474695,0.38111843602852047,0.12152592163893827,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_total,sg_ott,vs_expected,0.1909454469405241,0.0364601637073165,0.38280227045585785,0.11785109631848295,False,23,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_putt,sg_putt,vs_expected,0.19126928196908127,0.036583938224967916,0.3938379291064167,0.11594018405670702,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_total,sg_total,vs_expected,0.17407499531746468,0.03030210399477535,0.42697914553888283,0.09974860255712859,False,23,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_ott,sg_arg,vs_expected,0.14761896640696195,0.021791359243059763,0.512091504762166,0.07202454776818518,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_ott,sg_total,vs_expected,0.13485349150132486,0.018185464170097896,0.5496123375553087,0.06073634880978675,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_app,sg_arg,vs_expected,0.09019905362326414,0.008135869274532479,0.689752510593248,0.02798402993348269,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_arg,sg_app,vs_expected,0.08782300459261362,0.007712880135674233,0.6975470595729065,0.026562325976178126,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_total,sg_arg,vs_expected,0.07679818062886376,0.005897960547903585,0.7276248725725987,0.02091791423497935,False,23,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_arg,sg_arg,vs_expected,0.07292902728418561,0.00531864302061749,0.747051160664691,0.018447312805387833,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_total,sg_app,vs_expected,0.06081512418058846,0.003698479329100395,0.7828174701960824,0.013207982519879603,False,23,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_total,sg_putt,vs_expected,0.058327923488754485,0.0034021466585099974,0.7915055294945161,0.012161049523472241,False,23,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_ott,sg_app,vs_expected,0.02720838392776828,0.0007402961559608394,0.9043318218080718,0.002602976521916131,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_putt,sg_ott,vs_expected,0.01289552164534466,0.00016629447850555264,0.9545796037845754,0.0005857197025361386,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_app,sg_putt,vs_expected,-0.02833989237903635,0.0008031495000553625,0.9003720540401179,-0.0028234452664475085,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_ott,sg_putt,vs_expected,-0.09397250592250589,0.008830831869355404,0.6774362861625567,-0.030312120508974635,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_app,sg_ott,vs_expected,-0.14216336845632674,0.020210423330849315,0.5279745898144885,-0.06710472230895163,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_putt,sg_arg,vs_expected,-0.17399891068826454,0.03027562092070266,0.4386801908809166,-0.0976690353344651,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_app,sg_total,vs_expected,-0.20164534453620578,0.04066084497312513,0.36818106219333313,-0.1274033473985249,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,770,pga,2022-04-03,1.0,7,sg_app,sg_app,vs_expected,-0.2927708723592055,0.0857147837019702,0.18608361278588534,-0.23829101071212924,False,22,90,False,4,2026-04-06 19:05:30.275682,TPC San Antonio - The Oaks Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_ott,sg_arg,vs_expected,0.427792115953776,0.18300609447220892,0.020616430255074328,0.4189725696315443,True,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_arg,sg_ott,vs_expected,0.276222988921318,0.07629913960862658,0.14692762423746134,0.23563820139933817,True,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_ott,sg_total,vs_expected,0.24585856829444122,0.06044643560379242,0.19858605951294947,0.19703448401935275,True,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_app,sg_arg,vs_expected,0.23426099658691157,0.054878214521892996,0.22127271971257276,0.18242542874954792,True,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_total,sg_arg,vs_expected,0.17120524277340493,0.02931123515310052,0.37454318343967224,0.10708148612349191,False,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_app,sg_app,vs_expected,0.08375693214233834,0.00701522368189627,0.6657668062111105,0.027994346931893038,False,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_arg,sg_total,vs_expected,0.07186422670081138,0.005164467079305612,0.7110418780943686,0.02076575197966699,False,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
2022,2022-04-10,2021-12-26,2022-04-10,665,pga,2022-03-20,3.0,21,sg_total,sg_total,vs_expected,0.06494004739586172,0.004217209755776766,0.7378638610581008,0.01702313328705513,False,29,90,False,4,2026-04-06 19:05:30.275682,Innisbrook Resort and Golf Club - Copperhead Course
