dg_id,player_name,course_fit_score,projected_sg_total,adjusted_sg_total,salary
18417,"Scheffler, Scottie",-0.0669644044179406,2.8615780479597515,2.8615780479597515,13600.0
26651,"Young, Cameron",0.4575578739546106,2.5988686085599904,2.5988686085599904,10200.0
14578,"Henley, Russell",0.12938640336047408,1.7525388751355064,1.7525388751355064,9900.0
16841,"Lee, Min Woo",0.11421220670937421,1.6115509142222924,1.6115509142222924,8600.0
22085,"Morikawa, Collin",-0.15397047746815717,1.5702483569289403,1.5702483569289403,9800.0
18841,"Hovland, Viktor",0.2760464513912512,1.5688014158502306,1.5688014158502306,8900.0
17365,"Mitchell, Keith",0.4765839498581945,1.499331561547201,1.499331561547201,7500.0
24968,"Griffin, Ben",0.3125318448866379,1.4807806645362012,1.4807806645362012,8000.0
6093,"Rose, Justin",0.32628982909546916,1.4633664259833519,1.4633664259833519,8700.0
18634,"McNealy, Maverick",0.038733123433744104,1.444194085587029,1.444194085587029,8800.0
26096,"Bhatia, Akshay",0.3190272697774892,1.431233692928494,1.431233692928494,8100.0
23014,"Theegala, Sahith",0.3767626289437004,1.4085774232447048,1.4085774232447048,7600.0
23602,"Hojgaard, Nicolai",0.15485088967785193,1.3411989927225456,1.3411989927225456,7800.0
13562,"Matsuyama, Hideki",-0.026934552511393983,1.329153196759488,1.329153196759488,9000.0
14609,"Kim, Si Woo",-0.2483984105390618,1.321297480209337,1.321297480209337,9200.0
27774,"Gotterup, Chris",-0.0051175454942060244,1.3107508790200153,1.3107508790200153,9300.0
21891,"Kitayama, Kurt",0.19755553477181453,1.2928169144571582,1.2928169144571582,7900.0
10419,"Noren, Alex",0.3602041330599385,1.2764102128273613,1.2764102128273613,7200.0
18474,"Smalley, Alex",0.2688586329427168,1.2687643416283665,1.2687643416283665,7100.0
14577,"English, Harris",0.0940631669691364,1.249257557347561,1.249257557347561,8500.0
19396,"Knapp, Jake",-0.021821621673410105,1.2475731693565115,1.2475731693565115,9500.0
23475,"Novak, Andrew",0.45695498299008475,1.2471909263663727,1.2471909263663727,6500.0
12965,"Fowler, Rickie",0.22431145686881707,1.2200285304027898,1.2200285304027898,8000.0
12294,"Fleetwood, Tommy",-0.28784570319785835,1.2020236075391615,1.2020236075391615,9700.0
17606,"Berger, Daniel",0.41029077256213364,1.1073085857627214,1.1073085857627214,7100.0
13872,"Bradley, Keegan",0.12814971663783398,1.0698737946392582,1.0698737946392582,7500.0
18586,"Smith, Jordan",0.11846328606053515,1.0203631567386258,1.0203631567386258,6800.0
17536,"Spaun, J.J.",-0.0824401310159094,1.0149592448329439,1.0149592448329439,7800.0
14636,"Spieth, Jordan",-0.006559236661431215,1.007225139293146,1.007225139293146,8200.0
27819,"Castillo, Ricky",0.24734774102390533,0.9238978536282432,0.9238978536282432,6900.0
