dg_id,player_name,adjusted_course_fit,adjusted_sg_total,salary
18417,"Scheffler, Scottie",0.059691037643595256,2.900038373683868,14900.0
21891,"Kitayama, Kurt",0.3544985557967739,1.518912099990793,9800.0
24766,"Kim, Tom",0.15792880959243785,1.1814146964754815,9300.0
13562,"Matsuyama, Hideki",0.02319036711142166,1.139990444055449,9700.0
18634,"McNealy, Maverick",-0.12342908720633451,1.1125889018008508,9900.0
17365,"Mitchell, Keith",0.19163553661995944,1.096136333312421,9500.0
28159,"Meissner, Mac",0.29784199319909604,1.0591753362683587,8100.0
17538,"Homa, Max",0.39215387138032515,0.9891673827832335,8600.0
24550,"Ghim, Doug",0.23440302950948455,0.9471881012840249,9000.0
17576,"Conners, Corey",0.10558818954522989,0.9114138773125375,8700.0
17543,"Kim, Michael",0.39567631814454657,0.8529018651300315,7200.0
32319,"Koivun, Jackson",-0.017425550711229337,0.8484063779139088,9200.0
29197,"Brennan, Michael",0.19455191051285303,0.8401023971598867,7800.0
32457,"Keefer, Johnny",0.19395986350411637,0.798961976601289,7800.0
16395,"Kohles, Ben",0.3723855058772892,0.7784333159059788,7300.0
25569,"Stevens, Sam",0.1155482347060806,0.751470489247103,8400.0
29770,"Mouw, William",0.47256792767031297,0.722982693065107,7500.0
8825,"Harman, Brian",0.27292284545586576,0.721778297924301,7400.0
18586,"Smith, Jordan",-0.11071494587652744,0.692639809824505,8300.0
29827,"James, Ben",-0.03425470078497568,0.6185880751545751,8000.0
28309,"Coody, Pierceson",-0.093274428738722,0.5952910343205517,9100.0
18103,"Bezuidenhout, Christiaan",0.06596372575679256,0.5850811722979066,7900.0
29925,"Yellamaraju, Sudarshan",0.20043044915797256,0.575552021223919,7900.0
26947,"Jarvis, Casey",-0.016759277163270584,0.5389147665725296,7300.0
15556,"Hughes, Mackenzie",0.22221316846834316,0.5178143851113557,7200.0
21944,"Moore, Taylor",0.3809503334465101,0.5165857725034988,7300.0
23505,"McGreevy, Max",0.10396798193585234,0.5129307355387762,7100.0
27364,"Thompson, Davis",0.12799098568322914,0.5089563400219443,7600.0
29279,"Suber, Jackson",-0.15549211481392786,0.4852352509165976,8900.0
23841,"Neergaard-Petersen, Rasmus",-0.10564353027772651,0.4722155012870863,7700.0
17488,"Im, Sungjae",-0.20623322868673996,0.45780832612791533,8500.0
19846,"Bauchou, Zach",0.09336720590706588,0.45579682128227067,7100.0
17780,"Pendrith, Taylor",0.19176675936786425,0.4500911124265626,7400.0
13764,"Parry, John",0.10879512672759051,0.39395701595769883,7300.0
23465,"Greyserman, Max",-0.06290421689582651,0.3892957250998995,7700.0
17881,"Yu, Kevin",0.06808881193435715,0.3478623713485618,7400.0
23838,"Hojgaard, Rasmus",0.2184169967337891,0.3388655718275664,7500.0
19870,"McCarthy, Denny",0.05710327044102565,0.3293071011089738,7100.0
17639,"Blair, Zac",0.25237018215764817,0.3256584990972468,6900.0
20722,"Schmid, Matti",0.24700100226137855,0.30312359279877427,7100.0
23504,"Hoey, Rico",-0.008038146899688701,0.2793291233799137,7200.0
16757,"Dou, Zecheng",0.09964751013430892,0.27118929613754283,7000.0
18424,"Roy, Kevin",0.18756092435722443,0.26504093070686313,6800.0
26850,"Svensson, Jesper",0.13565403426069272,0.2620656823597315,7200.0
19396,"Knapp, Jake",-0.4807825028426709,0.23248381760830028,9400.0
12423,"Kirk, Chris",0.2984737683713232,0.20241907860531352,7000.0
26657,"Fisk, Steven",-0.12695607607059073,0.17777462781858688,7500.0
11676,"Finau, Tony",-0.2038091158769703,0.17095510330538913,8200.0
19729,"Kanaya, Takumi",0.24088450985066737,0.16556204776753747,6700.0
9771,"Day, Jason",-0.25778584332534454,0.15627844926752305,7600.0
21074,"Nakajima, Keita",-0.1542352923454603,0.1428149045351934,7200.0
12577,"Woodland, Gary",-0.2549253164991434,0.1262383459936221,8800.0
14704,"Putnam, Andrew",0.045040090986647456,0.11327547255484072,7000.0
22002,"Dumont De Chassart, Adrien",0.2178598416279171,0.1083482700756615,7200.0
13412,"Olesen, Thorbjorn",0.15205758752528606,0.10720319002108245,7100.0
27900,"Potgieter, Aldrich",-0.25231105059057835,0.10694485175201768,7400.0
19840,"Ramey, Chad",0.3378320891519996,0.09114214223339226,6800.0
21883,"Ewart, A.J.",0.09083234563914486,0.06381129544917305,7100.0
19960,"Pavon, Matthieu",0.3748878922840477,0.037155624855884695,6800.0
12808,"Grillo, Emiliano",0.07787886571896796,0.03549536116923968,7300.0
16394,"Jaeger, Stephan",-0.09045147110106247,0.03528789089040052,7400.0
10104,"Power, Seamus",0.029381221003572336,0.03074451626745084,7000.0
15470,"Hossler, Beau",-0.2944676235766837,0.02310930661109778,7300.0
32089,"Stout, Preston",0.023306630364245552,0.015469547827273746,7200.0
25094,"Fishburn, Patrick",0.21848920147801823,0.013147645716383327,6900.0
27780,"Crowe, Trace",0.3266991543400905,-0.006612937901880889,6800.0
24342,"Higgo, Garrick",0.16701629313563562,-0.017313043633506248,6900.0
27819,"Castillo, Ricky",-0.40621065608117757,-0.03420984613099304,7300.0
22985,"Smotherman, Austin",0.04124543001082703,-0.06162212787972146,7000.0
30620,"Chatfield, Davis",0.31638430538062434,-0.08087059277132375,6200.0
11451,"Garnett, Brice",0.43344337733191457,-0.11164296937073165,6300.0
25157,"Hodges, Lee",-0.1501851448712683,-0.1167742003842354,7200.0
6169,"Kuchar, Matt",0.07673351748223821,-0.12647670368397446,7000.0
15651,"Ventura, Kristoffer",-0.18114180308411487,-0.13903604366998637,6900.0
28469,"Highsmith, Joe",0.35956776385548683,-0.14744610525325075,6400.0
16341,"Peterson, Paul",0.31866249110534844,-0.15776582542461276,6400.0
8820,"Snedeker, Brandt",0.08635175816454091,-0.15814723035590267,6700.0
10873,"Skinns, David",0.2645213810198303,-0.16951824199053728,6700.0
11276,"Horschel, Billy",0.001355774376509361,-0.18650196399233246,7000.0
15980,"Lipsky, David",0.16630348039028756,-0.18944210968745992,6700.0
16333,"Hubbard, Mark",0.29051970483149475,-0.20117656044047522,6600.0
26653,"Eckroat, Austin",-0.08191306616043022,-0.20917314937108483,6900.0
15310,"Li, Haotong",-0.1637173008315718,-0.21934031410478688,7100.0
32055,"Shipley, Neal",0.23128409200889655,-0.23850983621343147,6800.0
7399,"Glover, Lucas",-0.14792214103326642,-0.266694228092061,7100.0
14140,"Higgs, Harry",0.32574719838910804,-0.2986835323466349,6600.0
14509,"Dahmen, Joel",-0.14501880697057903,-0.33598972140266803,6600.0
27164,"Phillips, Chandler",-0.10841950718375287,-0.367177256348089,6700.0
24956,"Blanchet, Chandler",0.19671972030580193,-0.383187579867222,6500.0
24304,"Vilips, Karl",-0.17526915423549874,-0.41306988015147506,6800.0
25475,"Nyholm, Pontus",0.046900093092428624,-0.4305356817821362,6800.0
13965,"Hadwin, Adam",0.13676998022267492,-0.45286739083481375,6500.0
32330,"Clanton, Luke",0.005732328690813665,-0.4620083467833255,6800.0
13997,"Svensson, Adam",0.0902768993805849,-0.4936206430317319,6300.0
22051,"Wise, Aaron",-0.15609759942292575,-0.5154596515905772,6600.0
15575,"Hoge, Tom",-0.3488649956779659,-0.550839501488863,6900.0
35481,"Cowan, Ryder",0.0,-0.5558254775754601,6900.0
17381,"Silverman, Ben",0.00879589953006015,-0.5621102553980533,6400.0
8571,"Gomez, Fabian",0.13249118874095983,-0.5696694773150381,6300.0
16283,"Rodgers, Patrick",-0.3378330094357991,-0.5843372017527816,7000.0
21943,"Lebioda, Hank",0.061050136046555306,-0.6052947317238196,6300.0
25319,"VanDerLaan, John",0.008708153810677731,-0.6230589937859848,6300.0
20844,"Mazzoli, Stefano",-0.009776464662445175,-0.6273817236540498,6500.0
8480,"Streelman, Kevin",0.2268367417841648,-0.63934625879412,6300.0
17786,"Davis, Cam",0.2067378922626998,-0.6559948872898871,6400.0
23048,"Stanger, Jimmy",0.09468245789398722,-0.6576326128078609,6500.0
21995,"Springer, Hayden",-0.13321627243866033,-0.6732091627886106,6700.0
25908,"Whaley, Vince",-0.1933232648249037,-0.6772226376818948,6500.0
15330,"Griffin, Lanto",-0.2995385880920074,-0.6864284101106537,6500.0
19865,"Hardy, Nick",0.04988679807967915,-0.7050710578853836,6400.0
23542,"Champ, Cameron",0.24075948069981432,-0.712852420894678,6600.0
18187,"Duncan, Tyler",0.07415749297878532,-0.7244618483350098,6200.0
17723,"Lower, Justin",0.0870394336348063,-0.7296732418437889,6400.0
9171,"Villegas, Camilo",0.3104662866044348,-0.739006190463781,6100.0
28270,"Dunlap, Nick",-0.393162391855221,-0.7572788349516677,6700.0
17550,"Van Rooyen, Erik",-0.3636087346686677,-0.7662019227994286,6700.0
21889,"Kang, Jeffrey",-0.028694996509817557,-0.7715642484005761,6200.0
20954,"Hirata, Kensei",-0.1026731440290288,-0.7929415788942471,6200.0
13367,"Merritt, Troy",0.2525116443912796,-0.8541043570822906,6100.0
25002,"Wu, Dylan",-0.29421662819912214,-0.8799708617142392,6300.0
30814,"Sargent, Gordon",0.05109620636536992,-0.9042864346814168,6900.0
14926,"Malnati, Peter",-0.006060130008080055,-0.944606613801215,6200.0
7960,"List, Luke",-0.32842940328347275,-1.1400966647300317,6500.0
18628,"Campbell, Brian",-0.1604906351913546,-1.1830700174511901,6200.0
19477,"Schenk, Adam",-0.09299044478396053,-1.1962208431048094,6100.0
19872,"Riley, Davis",-0.30145234913631663,-1.2625195243237886,6200.0
25003,"Walker, Danny",-0.2789066740752901,-1.3525751525789507,6100.0
17032,"Tosti, Alejandro",-0.6541571223653541,-1.3562689416292522,6400.0
16591,"Rozo, Marcelo",-0.1358732494222568,-1.3622952553504668,6000.0
26660,"Gordon, Will",-0.6174445465102414,-1.4006821343405766,6600.0
